length,id,rabel,,
27,7411,2,,
29,7438,2,,
48,7446,2,,
53,7448,2,,
52,7453,2,,
48,7474,2,,
55,7483,2,,
51,7486,2,,
50,7506,2,,
50,7509,2,,
31,7527,2,,
36,7528,2,,
36,7543,2,,
38,7552,2,,
30,7561,2,,
31,7567,2,,
39,7579,2,,
35,7597,2,,
31,7605,2,,
30,7621,2,,
38,7630,2,,
33,7631,2,,
30,7647,2,,
33,7653,2,,
37,7666,2,,
32,7677,2,,
39,7687,2,,
41,7688,2,,
48,7705,2,,
33,7711,2,,
37,7724,2,,
47,7735,2,,
41,7739,2,,
43,7745,2,,
27,7777,2,,
24,7786,2,,
25,7790,2,,
27,7799,2,,
34,7805,2,,
38,7817,2,,
30,7830,2,,
35,7833,2,,
33,7861,2,,
33,7868,2,,
31,7876,2,,
32,7877,2,,
39,7898,2,,
37,7910,2,,
35,7913,2,,
39,7915,2,,
32,7924,2,,
32,7934,2,,
29,7940,2,,
25,7953,2,,
47,7964,2,,
50,7971,2,,
60,7990,2,,
52,7997,2,,
61,8001,2,,
33,8013,2,,
53,8033,2,,
38,8038,2,,
30,8042,2,,
35,8055,2,,
37,8063,2,,
43,8072,2,,
35,8085,2,,
62,8095,2,,
46,8106,2,,
50,8112,2,,
36,8136,2,,
43,8145,2,,
42,8153,2,,
37,8155,2,,
23,8171,2,,
20,8181,2,,
25,8189,2,,
24,8194,2,,
28,8213,2,,
27,8219,2,,
27,8222,2,,
31,8234,2,,
38,8247,2,,
36,8264,2,,
37,8265,2,,
37,8270,2,,
35,8309,2,,
37,8312,2,,
34,8315,2,,
32,8317,2,,
30,8326,2,,
45,8331,2,,
27,8333,2,,
32,8352,2,,
32,8361,2,,
27,8367,2,,
35,8386,2,,
27,8399,2,,
27,8405,2,,
32,8418,2,,
28,8420,2,,
26,8422,2,,
27,8460,2,,
28,8467,2,,
30,8469,2,,
30,8471,2,,
28,8486,2,,
30,8494,2,,
29,8508,2,,
34,8515,2,,
34,8522,2,,
22,8543,2,,
29,8556,2,,
32,8558,2,,
19,8565,2,,
17,8581,2,,
17,8584,2,,
18,8596,2,,
21,8607,2,,
26,8614,2,,
18,8617,2,,
23,8622,2,,
24,8642,2,,
30,8652,2,,
29,8665,2,,
28,8667,2,,
26,8690,2,,
29,8695,2,,
24,8709,2,,
31,8716,2,,
24,8724,2,,
29,8731,2,,
24,8748,2,,
25,8750,2,,
33,8769,2,,
34,8793,2,,
34,8796,2,,
41,8797,2,,
26,8874,2,,
31,8888,2,,
32,8894,2,,
25,8903,2,,
30,8930,2,,
27,8931,2,,
28,8935,2,,
27,8952,2,,
52,8962,2,,
31,8964,2,,
28,8978,2,,
36,8987,2,,
37,8997,2,,
30,9006,2,,
36,9018,2,,
30,9032,2,,
51,9033,2,,
25,9041,2,,
26,9057,2,,
23,9064,2,,
30,9098,2,,
27,9102,2,,
28,9105,2,,
23,9107,2,,
25,9128,2,,
24,9140,2,,
25,9146,2,,
24,9147,2,,
27,9155,2,,
27,9164,2,,
26,9173,2,,
26,9191,2,,
28,9593,2,,
28,9595,2,,
30,9596,2,,
29,9606,2,,
32,9646,2,,
28,9661,2,,
33,9663,2,,
33,9672,2,,
35,9683,2,,
35,9693,2,,
33,9699,2,,
36,9712,2,,
34,9731,2,,
35,9732,2,,
32,9746,2,,
31,9749,2,,
30,9767,2,,
22,9773,2,,
32,9778,2,,
19,9787,2,,
23,9817,2,,
24,9818,2,,
26,9823,2,,
29,9830,2,,
24,9835,2,,
34,9841,2,,
25,9857,2,,
27,9872,2,,
28,9903,2,,
25,9904,2,,
25,9908,2,,
23,9909,2,,
26,9936,2,,
25,9938,2,,
29,9944,2,,
24,9947,2,,
25,9957,2,,
33,9959,2,,
26,9979,2,,
23,9989,2,,
32,9996,2,,
39,10006,2,,
31,10021,2,,
32,10032,2,,
28,10043,2,,
26,10052,2,,
28,10060,2,,
29,10066,2,,
31,10075,2,,
31,10082,2,,
30,10089,2,,
32,10112,2,,
45,10129,2,,
46,10130,2,,
36,10141,2,,
33,10145,2,,
32,10157,2,,
28,10164,2,,
30,10181,2,,
31,10184,2,,
38,10199,2,,
39,10208,2,,
34,10226,2,,
35,10228,2,,
40,10236,2,,
37,10241,2,,
38,10248,2,,
37,10271,2,,
33,10273,2,,
35,10276,2,,
38,10285,2,,
33,10303,2,,
54,10325,2,,
66,10331,2,,
52,10340,2,,
53,10351,2,,
54,10363,2,,
66,10366,2,,
66,10367,2,,
65,10392,2,,
27,10398,2,,
30,10404,2,,
27,10422,2,,
39,10425,2,,
25,10444,2,,
31,10449,2,,
28,10457,2,,
29,10459,2,,
29,10477,2,,
34,10479,2,,
33,10480,2,,
33,10512,2,,
36,10522,2,,
31,10524,2,,
34,10530,2,,
32,10536,2,,
24,10817,2,,
24,10821,2,,
26,10831,2,,
27,10832,2,,
28,10845,2,,
29,10859,2,,
26,10863,2,,
29,10870,2,,
23,10875,2,,
23,10883,2,,
32,10901,2,,
28,10907,2,,
28,10917,2,,
35,10931,2,,
32,10943,2,,
34,10947,2,,
32,10960,2,,
28,10972,2,,
35,10983,2,,
31,10988,2,,
30,11001,2,,
37,11010,2,,
34,11019,2,,
33,11024,2,,
30,11052,2,,
45,11064,2,,
33,11066,2,,
27,11071,2,,
31,11098,2,,
37,11099,2,,
32,11108,2,,
41,11110,2,,
50,11119,2,,
57,11136,2,,
50,11137,2,,
42,11144,2,,
55,11162,2,,
30,11163,2,,
41,11189,2,,
41,11191,2,,
30,11198,2,,
28,11210,2,,
29,11218,2,,
27,11232,2,,
34,11240,2,,
40,11255,2,,
36,11259,2,,
39,11271,2,,
29,11278,2,,
39,11289,2,,
62,11292,2,,
38,11295,2,,
47,11316,2,,
40,11326,2,,
38,11342,2,,
46,11346,2,,
26,11364,2,,
32,11384,2,,
24,11385,2,,
23,11390,2,,
29,11398,2,,
31,11404,2,,
28,11406,2,,
31,11416,2,,
27,11436,2,,
27,11450,2,,
26,11457,2,,
30,11466,2,,
41,11501,2,,
34,11502,2,,
37,11506,2,,
33,11510,2,,
23,11522,2,,
24,11524,2,,
26,11538,2,,
26,11549,2,,
38,11560,2,,
30,11566,2,,
35,11567,2,,
34,11589,2,,
23,11601,2,,
24,11611,2,,
26,11618,2,,
28,11629,2,,
25,11643,2,,
24,11644,2,,
25,11660,2,,
24,11668,2,,
31,11698,2,,
28,11703,2,,
30,11704,2,,
31,11709,2,,
30,11721,2,,
29,11722,2,,
30,11741,2,,
28,11750,2,,
23,11763,2,,
24,11773,2,,
26,11780,2,,
26,11792,2,,
31,11806,2,,
27,11807,2,,
35,11808,2,,
33,11824,2,,
23,11839,2,,
23,11853,2,,
20,11854,2,,
20,11861,2,,
28,11883,2,,
23,11892,2,,
26,11906,2,,
27,11912,2,,
35,11917,2,,
31,11927,2,,
34,11932,2,,
32,11934,2,,
36,11956,2,,
34,11975,2,,
32,11976,2,,
35,11981,2,,
44,12002,2,,
51,12007,2,,
53,12008,2,,
71,12032,2,,
52,12033,2,,
64,12047,2,,
58,12057,2,,
60,12068,2,,
27,12079,2,,
28,12090,2,,
28,12097,2,,
28,12112,2,,
33,12125,2,,
31,12127,2,,
31,12135,2,,
34,12138,2,,
18,12154,2,,
25,12170,2,,
20,12176,2,,
21,12191,2,,
23,12196,2,,
23,12210,2,,
32,12211,2,,
22,12225,2,,
52,12244,2,,
58,12247,2,,
62,12257,2,,
61,12261,2,,
48,12273,2,,
46,12285,2,,
43,12291,2,,
46,12302,2,,
32,12323,2,,
35,12330,2,,
32,12331,2,,
41,12342,2,,
36,12361,2,,
37,12385,2,,
39,12387,2,,
38,12388,2,,
30,12399,2,,
28,12408,2,,
32,12416,2,,
32,12430,2,,
32,12434,2,,
34,12451,2,,
29,12461,2,,
29,12469,2,,
21,12481,2,,
14,12486,2,,
16,12491,2,,
16,12510,2,,
29,12514,2,,
25,12525,2,,
35,12536,2,,
40,12538,2,,
29,12567,2,,
30,12578,2,,
29,12581,2,,
33,12585,2,,
40,12594,2,,
42,12601,2,,
40,12611,2,,
41,12613,2,,
35,12633,2,,
31,12636,2,,
29,12638,2,,
41,12647,2,,
29,12674,2,,
30,12684,2,,
38,12686,2,,
35,12704,2,,
35,12717,2,,
22,12728,2,,
17,12738,2,,
25,12751,2,,
28,12779,2,,
27,12781,2,,
25,12788,2,,
29,12792,2,,
25,12814,2,,
26,12820,2,,
30,12827,2,,
28,12832,2,,
36,12839,2,,
32,12843,2,,
38,12851,2,,
28,12867,2,,
27,12894,2,,
22,12901,2,,
25,12904,2,,
24,12911,2,,
35,12919,2,,
36,12930,2,,
29,12944,2,,
29,12948,2,,
24,12962,2,,
25,12976,2,,
32,12977,2,,
32,12983,2,,
41,13004,2,,
22,13010,2,,
31,13023,2,,
34,13032,2,,
39,13046,2,,
34,13052,2,,
35,13061,2,,
36,13069,2,,
36,13090,2,,
35,13096,2,,
34,13105,2,,
37,13106,2,,
35,13117,2,,
39,13118,2,,
35,13124,2,,
41,13144,2,,
34,13169,2,,
39,13179,2,,
37,13183,2,,
41,13191,2,,
30,13204,2,,
29,13205,2,,
25,13207,2,,
28,13230,2,,
28,13236,2,,
33,13246,2,,
30,13259,2,,
27,13266,2,,
28,13295,2,,
29,13297,2,,
24,13300,2,,
23,13311,2,,
23,13313,2,,
24,13335,2,,
26,13341,2,,
25,13345,2,,
55,13355,2,,
66,13363,2,,
62,13379,2,,
52,13384,2,,
50,13400,2,,
53,13412,2,,
55,13428,2,,
53,13430,2,,
40,13433,2,,
42,13447,2,,
31,13456,2,,
36,13472,2,,
42,13494,2,,
41,13495,2,,
38,13502,2,,
46,13505,2,,
56,13521,2,,
33,13528,2,,
42,13531,2,,
33,13539,2,,
36,13559,2,,
36,13569,2,,
31,13580,2,,
35,13591,2,,
35,13612,2,,
30,13618,2,,
38,13620,2,,
32,13630,2,,
39,13641,2,,
33,13661,2,,
39,13668,2,,
38,13670,2,,
24,13688,2,,
22,13690,2,,
27,13703,2,,
22,13709,2,,
35,13731,2,,
34,13732,2,,
31,13742,2,,
31,13751,2,,
29,13771,2,,
35,13776,2,,
32,13778,2,,
33,13782,2,,
37,13793,2,,
25,13797,2,,
31,13815,2,,
29,13827,2,,
26,13838,2,,
28,13842,2,,
36,13849,2,,
29,13858,2,,
36,13889,2,,
39,13890,2,,
31,13895,2,,
39,13902,2,,
23,13931,2,,
19,13938,2,,
27,13940,2,,
23,13950,2,,
24,13971,2,,
24,13976,2,,
28,13981,2,,
24,13989,2,,
27,13996,2,,
29,13999,2,,
28,14010,2,,
34,14020,2,,
34,14048,2,,
31,14052,2,,
34,14053,2,,
32,14067,2,,
38,14074,2,,
32,14099,2,,
30,14100,2,,
31,14102,2,,
34,14122,2,,
34,14124,2,,
35,14131,2,,
33,14147,2,,
27,14153,2,,
33,14155,2,,
35,14185,2,,
31,14187,2,,
30,14203,2,,
32,14210,2,,
37,14213,2,,
35,14216,2,,
36,14235,2,,
34,14243,2,,
34,14251,2,,
37,14254,2,,
48,14282,2,,
38,14290,2,,
41,14295,2,,
30,14310,2,,
54,14319,2,,
46,14328,2,,
44,14339,2,,
55,14352,2,,
35,14354,2,,
32,14363,2,,
39,14366,2,,
29,14389,2,,
32,14398,2,,
33,14400,2,,
35,14401,2,,
33,14429,2,,
37,14441,2,,
40,14451,2,,
45,14457,2,,
45,14458,2,,
26,14477,2,,
26,14479,2,,
30,14494,2,,
26,14508,2,,
30,14530,2,,
29,14536,2,,
28,14543,2,,
27,14549,2,,
27,14578,2,,
32,14582,2,,
37,14586,2,,
28,14589,2,,
30,14595,2,,
33,14610,2,,
36,14616,2,,
30,14628,2,,
34,14657,2,,
34,14664,2,,
31,14668,2,,
34,14672,2,,
27,14679,2,,
28,14680,2,,
27,14685,2,,
32,14710,2,,
26,14733,2,,
30,14737,2,,
29,14742,2,,
27,14753,2,,
31,14760,2,,
31,14765,2,,
32,14775,2,,
31,14787,2,,
31,14802,2,,
28,14803,2,,
27,14825,2,,
29,14826,2,,
30,14834,2,,
37,14842,2,,
34,14855,2,,
38,14871,2,,
35,14885,2,,
33,14887,2,,
34,14900,2,,
38,14903,2,,
34,14917,2,,
38,14922,2,,
39,14937,2,,
38,14938,2,,
42,14956,2,,
52,14960,2,,
41,14971,2,,
42,14981,2,,
48,15004,2,,
53,15007,2,,
42,15012,2,,
58,15026,2,,
29,15038,2,,
30,15044,2,,
31,15058,2,,
31,15067,2,,
35,15083,2,,
30,15098,2,,
30,15107,2,,
30,15111,2,,
27,15117,2,,
34,15122,2,,
29,15129,2,,
28,15145,2,,
29,15156,2,,
31,15164,2,,
31,15167,2,,
31,15189,2,,
85,15196,2,,
76,15212,2,,
82,15229,2,,
74,15230,2,,
63,15247,2,,
65,15249,2,,
68,15251,2,,
54,15271,2,,
50,15275,2,,
57,15277,2,,
29,15289,2,,
64,15291,2,,
29,15332,2,,
24,15333,2,,
26,15344,2,,
34,15349,2,,
31,15354,2,,
43,15357,2,,
35,15364,2,,
35,15386,2,,
32,15400,2,,
30,15403,2,,
33,15411,2,,
37,15423,2,,
29,15461,2,,
26,15463,2,,
26,15470,2,,
24,15472,2,,
22,15474,2,,
22,15475,2,,
25,15506,2,,
29,15511,2,,
74,15521,2,,
52,15527,2,,
52,15538,2,,
56,15553,2,,
44,15563,2,,
39,15572,2,,
47,15575,2,,
33,15580,2,,
36,15600,2,,
35,15617,2,,
31,15621,2,,
31,15629,2,,
31,15642,2,,
29,15645,2,,
35,15651,2,,
27,15662,2,,
26,15675,2,,
34,15686,2,,
31,15705,2,,
37,15708,2,,
30,15731,2,,
26,15733,2,,
27,15735,2,,
27,15751,2,,
33,15755,2,,
30,15762,2,,
31,15776,2,,
31,15779,2,,
35,15798,2,,
43,15802,2,,
45,15813,2,,
34,15815,2,,
27,15848,2,,
40,15850,2,,
31,15859,2,,
29,15871,2,,
56,15883,2,,
49,15884,2,,
55,15902,2,,
57,15912,2,,
23,15917,2,,
22,15926,2,,
45,15934,2,,
23,15941,2,,
38,15956,2,,
34,15963,2,,
38,15972,2,,
33,11,3,,
34,15,3,,
33,33,3,,
29,37,3,,
33,53,3,,
33,54,3,,
39,67,3,,
40,68,3,,
38,164,3,,
25,188,3,,
31,196,3,,
32,199,3,,
32,212,3,,
33,214,3,,
28,217,3,,
33,219,3,,
26,241,3,,
27,250,3,,
26,259,3,,
26,280,3,,
23,284,3,,
27,286,3,,
36,290,3,,
29,295,3,,
33,421,3,,
38,428,3,,
34,434,3,,
36,438,3,,
37,449,3,,
41,450,3,,
41,464,3,,
36,473,3,,
47,487,3,,
43,491,3,,
42,501,3,,
43,518,3,,
62,527,3,,
48,536,3,,
50,545,3,,
53,559,3,,
37,561,3,,
41,577,3,,
41,589,3,,
50,596,3,,
43,603,3,,
39,619,3,,
40,620,3,,
37,636,3,,
37,732,3,,
41,737,3,,
38,749,3,,
32,759,3,,
40,769,3,,
45,776,3,,
46,781,3,,
42,796,3,,
39,803,3,,
32,822,3,,
34,825,3,,
30,840,3,,
43,856,3,,
31,864,3,,
30,876,3,,
37,877,3,,
31,881,3,,
31,885,3,,
32,892,3,,
33,910,3,,
30,921,3,,
35,929,3,,
33,933,3,,
30,937,3,,
31,965,3,,
36,977,3,,
33,985,3,,
31,988,3,,
41,1010,3,,
39,1018,3,,
90,1019,3,,
46,1033,3,,
24,1054,3,,
32,1057,3,,
29,1058,3,,
31,1068,3,,
34,1086,3,,
46,1106,3,,
38,1108,3,,
34,1117,3,,
26,1132,3,,
28,1137,3,,
27,1144,3,,
31,1157,3,,
30,1162,3,,
25,1176,3,,
27,1181,3,,
30,1192,3,,
35,1215,3,,
37,1221,3,,
35,1224,3,,
37,1232,3,,
35,1241,3,,
36,1258,3,,
35,1272,3,,
35,1275,3,,
30,1283,3,,
24,1289,3,,
29,1315,3,,
29,1320,3,,
31,1328,3,,
31,1337,3,,
29,1338,3,,
30,1340,3,,
27,1367,3,,
28,1384,3,,
27,1386,3,,
29,1400,3,,
26,1406,3,,
30,1425,3,,
27,1426,3,,
28,1432,3,,
26,1448,3,,
27,1461,3,,
27,1469,3,,
26,1480,3,,
30,1492,3,,
28,1513,3,,
34,1517,3,,
31,1520,3,,
30,1536,3,,
30,1541,3,,
30,1552,3,,
32,1557,3,,
34,1574,3,,
36,1582,3,,
34,1588,3,,
34,1599,3,,
50,1613,3,,
40,1617,3,,
44,1620,3,,
60,1663,3,,
53,1668,3,,
57,1674,3,,
50,1677,3,,
45,1684,3,,
37,1699,3,,
32,1713,3,,
34,1720,3,,
26,1723,3,,
26,1738,3,,
30,1744,3,,
36,1754,3,,
28,1765,3,,
29,1775,3,,
29,1779,3,,
26,1785,3,,
28,1804,3,,
29,1805,3,,
27,1818,3,,
26,1823,3,,
31,1846,3,,
28,1847,3,,
29,1859,3,,
26,1863,3,,
30,1887,3,,
31,1893,3,,
31,1894,3,,
29,1913,3,,
30,1921,3,,
33,1929,3,,
30,1953,3,,
33,1959,3,,
32,1962,3,,
34,1965,3,,
34,1982,3,,
34,1997,3,,
37,2025,3,,
31,2026,3,,
31,2028,3,,
30,2040,3,,
29,2045,3,,
29,2046,3,,
31,2048,3,,
31,2063,3,,
27,2081,3,,
27,2102,3,,
27,2113,3,,
28,2116,3,,
28,2132,3,,
28,2137,3,,
29,2144,3,,
30,2154,3,,
49,2167,3,,
61,2170,3,,
62,2171,3,,
62,2184,3,,
35,2208,3,,
48,2209,3,,
38,2218,3,,
41,2235,3,,
43,2247,3,,
42,2250,3,,
46,2277,3,,
40,2278,3,,
38,2284,3,,
37,2285,3,,
37,2291,3,,
37,2311,3,,
31,2323,3,,
31,2325,3,,
36,2334,3,,
32,2350,3,,
30,2374,3,,
29,2378,3,,
28,2384,3,,
29,2400,3,,
54,2408,3,,
42,2418,3,,
37,2425,3,,
46,2435,3,,
35,2441,3,,
40,2454,3,,
32,2460,3,,
35,2476,3,,
26,2482,3,,
25,2495,3,,
24,2502,3,,
25,2523,3,,
25,2534,3,,
25,2544,3,,
26,2553,3,,
47,2564,3,,
46,2565,3,,
48,2572,3,,
45,2587,3,,
38,2608,3,,
44,2619,3,,
41,2624,3,,
40,2638,3,,
50,2641,3,,
44,2646,3,,
46,2649,3,,
47,2676,3,,
45,2693,3,,
44,2711,3,,
40,2712,3,,
42,2715,3,,
36,2726,3,,
56,2727,3,,
40,2729,3,,
53,2734,3,,
59,2771,3,,
57,2781,3,,
57,2796,3,,
61,2800,3,,
42,2823,3,,
37,2830,3,,
37,2835,3,,
36,2836,3,,
32,2841,3,,
35,2845,3,,
33,2854,3,,
31,2873,3,,
31,2891,3,,
32,2892,3,,
27,2897,3,,
26,2919,3,,
28,2938,3,,
29,2945,3,,
33,2948,3,,
27,2956,3,,
49,2961,3,,
60,2967,3,,
52,2973,3,,
58,2979,3,,
41,3002,3,,
48,3008,3,,
43,3021,3,,
42,3028,3,,
58,3041,3,,
46,3055,3,,
80,3075,3,,
82,3080,3,,
69,3086,3,,
61,3088,3,,
76,3089,3,,
87,3098,3,,
46,3124,3,,
50,3129,3,,
49,3144,3,,
43,3149,3,,
49,3162,3,,
48,3167,3,,
49,3184,3,,
57,3197,3,,
46,3204,3,,
42,3206,3,,
36,3218,3,,
50,3227,3,,
37,3248,3,,
39,3263,3,,
40,3275,3,,
41,3277,3,,
36,3291,3,,
48,3293,3,,
38,3299,3,,
43,3315,3,,
39,3325,3,,
29,3334,3,,
40,3343,3,,
42,3346,3,,
29,3389,3,,
29,3392,3,,
29,3395,3,,
38,3398,3,,
31,3416,3,,
31,3417,3,,
42,3432,3,,
32,3438,3,,
39,3442,3,,
38,3445,3,,
42,3475,3,,
46,3477,3,,
46,3495,3,,
45,3508,3,,
64,3516,3,,
48,3518,3,,
38,3523,3,,
33,3542,3,,
37,3548,3,,
39,3554,3,,
37,3564,3,,
38,3567,3,,
40,3582,3,,
36,3598,3,,
30,3606,3,,
23,3614,3,,
24,3615,3,,
25,3636,3,,
23,3646,3,,
22,3663,3,,
24,3665,3,,
23,3676,3,,
24,3686,3,,
22,3701,3,,
22,3716,3,,
23,3717,3,,
33,3736,3,,
28,3754,3,,
34,3756,3,,
29,3758,3,,
41,3761,3,,
46,3770,3,,
36,3786,3,,
31,3798,3,,
34,3801,3,,
38,3818,3,,
35,3837,3,,
34,3838,3,,
30,3851,3,,
29,3854,3,,
32,3856,3,,
25,3858,3,,
35,3883,3,,
27,3891,3,,
26,3901,3,,
31,3902,3,,
24,3921,3,,
25,3936,3,,
29,3952,3,,
25,3956,3,,
23,3962,3,,
28,3972,3,,
28,3975,3,,
26,3997,3,,
31,4019,3,,
30,4029,3,,
31,4032,3,,
29,4037,3,,
32,4042,3,,
31,4046,3,,
28,4048,3,,
28,4080,3,,
34,4089,3,,
35,4093,3,,
31,4102,3,,
28,4112,3,,
31,4124,3,,
35,4125,3,,
32,4130,3,,
32,4136,3,,
32,4175,3,,
57,4180,3,,
38,4181,3,,
52,4193,3,,
58,4210,3,,
44,4213,3,,
44,4218,3,,
47,4221,3,,
50,4258,3,,
58,4265,3,,
53,4271,3,,
43,4277,3,,
53,4287,3,,
58,4293,3,,
59,4296,3,,
66,4302,3,,
44,4325,3,,
36,4327,3,,
42,4345,3,,
43,4347,3,,
42,4366,3,,
38,4381,3,,
41,4390,3,,
37,4391,3,,
37,4414,3,,
39,4417,3,,
39,4427,3,,
38,4434,3,,
38,4442,3,,
34,4448,3,,
42,4458,3,,
39,4464,3,,
52,4503,3,,
50,4508,3,,
65,4514,3,,
52,4515,3,,
43,4523,3,,
61,4549,3,,
45,4551,3,,
37,4554,3,,
48,4577,3,,
55,4589,3,,
52,4590,3,,
44,4592,3,,
37,4602,3,,
37,4604,3,,
38,4614,3,,
41,4639,3,,
28,4648,3,,
30,4661,3,,
26,4670,3,,
28,4677,3,,
41,4694,3,,
37,4695,3,,
38,4705,3,,
35,4719,3,,
49,4727,3,,
60,4728,3,,
59,4732,3,,
51,4734,3,,
38,4773,3,,
42,4783,3,,
42,4787,3,,
43,4793,3,,
40,4814,3,,
40,4837,3,,
42,4838,3,,
38,4839,3,,
41,4860,3,,
50,4864,3,,
41,4865,3,,
42,4878,3,,
25,4883,3,,
23,4911,3,,
39,4919,3,,
24,4920,3,,
33,4943,3,,
39,4955,3,,
45,4956,3,,
39,4960,3,,
27,4974,3,,
26,4978,3,,
27,4984,3,,
26,4988,3,,
34,5007,3,,
31,5009,3,,
32,5015,3,,
33,5023,3,,
33,5048,3,,
34,5054,3,,
32,5072,3,,
36,5075,3,,
35,5084,3,,
34,5096,3,,
32,5097,3,,
33,5105,3,,
33,5126,3,,
34,5130,3,,
33,5143,3,,
28,5155,3,,
38,5161,3,,
40,5166,3,,
43,5183,3,,
43,5197,3,,
34,5205,3,,
40,5217,3,,
41,5219,3,,
39,5240,3,,
46,5260,3,,
39,5266,3,,
47,5269,3,,
41,5274,3,,
32,5283,3,,
34,5294,3,,
51,5315,3,,
35,5319,3,,
38,5331,3,,
41,5346,3,,
48,5351,3,,
39,5359,3,,
70,5361,3,,
64,5372,3,,
75,5390,3,,
66,5393,3,,
86,5408,3,,
85,5411,3,,
72,5428,3,,
75,5433,3,,
44,5452,3,,
37,5463,3,,
34,5468,3,,
37,5480,3,,
49,5482,3,,
74,5498,3,,
61,5508,3,,
51,5514,3,,
30,5522,3,,
37,5525,3,,
35,5536,3,,
35,5543,3,,
43,5566,3,,
38,5573,3,,
40,5574,3,,
34,5578,3,,
30,5621,3,,
27,5622,3,,
32,5628,3,,
26,5631,3,,
33,5643,3,,
31,5649,3,,
37,5656,3,,
35,5666,3,,
25,5693,3,,
30,5697,3,,
26,5699,3,,
25,5710,3,,
31,5727,3,,
30,5754,3,,
30,5757,3,,
32,5758,3,,
24,5763,3,,
24,5774,3,,
27,5782,3,,
23,5793,3,,
34,5805,3,,
28,5806,3,,
38,5817,3,,
28,5839,3,,
22,5849,3,,
21,5866,3,,
30,5877,3,,
25,5878,3,,
35,5896,3,,
34,5905,3,,
32,5910,3,,
35,5920,3,,
29,5932,3,,
30,5935,3,,
26,5942,3,,
24,5949,3,,
30,5975,3,,
30,5980,3,,
31,5991,3,,
29,6000,3,,
32,6009,3,,
29,6024,3,,
30,6027,3,,
29,6039,3,,
34,6042,3,,
34,6045,3,,
38,6047,3,,
42,6058,3,,
46,6085,3,,
35,6101,3,,
31,6113,3,,
33,6120,3,,
30,6134,3,,
35,6148,3,,
33,6150,3,,
31,6159,3,,
26,6183,3,,
27,6187,3,,
26,6195,3,,
24,6196,3,,
26,6205,3,,
35,6207,3,,
30,6226,3,,
28,6234,3,,
34,6263,3,,
36,6265,3,,
32,6271,3,,
36,6274,3,,
32,6282,3,,
34,6284,3,,
42,6290,3,,
31,6313,3,,
23,6323,3,,
27,6331,3,,
23,6333,3,,
24,6336,3,,
21,6367,3,,
44,6376,3,,
22,6383,3,,
24,6387,3,,
44,6401,3,,
43,6405,3,,
54,6433,3,,
57,6437,3,,
38,6448,3,,
51,6454,3,,
48,6462,3,,
49,6465,3,,
33,6483,3,,
35,6484,3,,
29,6487,3,,
29,6506,3,,
48,6540,3,,
41,6550,3,,
40,6552,3,,
44,6556,3,,
50,6563,3,,
51,6574,3,,
61,6588,3,,
50,6599,3,,
63,6610,3,,
60,6614,3,,
55,6628,3,,
66,6640,3,,
26,6659,3,,
27,6663,3,,
26,6667,3,,
26,6672,3,,
24,6693,3,,
23,6695,3,,
25,6708,3,,
25,6716,3,,
36,6731,3,,
37,6736,3,,
55,6743,3,,
52,6756,3,,
48,6763,3,,
51,6783,3,,
45,6784,3,,
57,6800,3,,
28,6806,3,,
25,6816,3,,
29,6819,3,,
26,6827,3,,
27,6843,3,,
27,6855,3,,
25,6865,3,,
27,6868,3,,
41,6883,3,,
49,6887,3,,
47,6903,3,,
48,6916,3,,
47,6929,3,,
44,6930,3,,
45,6943,3,,
47,6962,3,,
35,6968,3,,
51,6985,3,,
37,6994,3,,
47,7020,3,,
49,7026,3,,
46,7034,3,,
53,7040,3,,
45,7046,3,,
45,7051,3,,
53,7076,3,,
55,7079,3,,
45,7082,3,,
44,7098,3,,
46,7108,3,,
46,7119,3,,
34,7124,3,,
35,7139,3,,
37,7140,3,,
38,7152,3,,
39,7173,3,,
34,7178,3,,
30,7192,3,,
38,7198,3,,
30,7220,3,,
31,7221,3,,
33,7223,3,,
29,7230,3,,
36,7242,3,,
31,7250,3,,
35,7251,3,,
34,7254,3,,
35,7285,3,,
29,7298,3,,
31,7306,3,,
31,7308,3,,
35,7325,3,,
28,7328,3,,
34,7337,3,,
30,7338,3,,
31,7361,3,,
31,7365,3,,
35,7390,3,,
38,7397,3,,
37,7402,3,,
34,7404,3,,
31,7420,3,,
36,7431,3,,
46,7450,3,,
62,7459,3,,
43,7464,3,,
45,7473,3,,
57,7497,3,,
48,7502,3,,
57,7517,3,,
52,7520,3,,
39,7524,3,,
40,7533,3,,
46,7546,3,,
41,7555,3,,
40,7568,3,,
39,7575,3,,
40,7584,3,,
37,7596,3,,
37,7616,3,,
40,7627,3,,
35,7632,3,,
35,7638,3,,
37,7644,3,,
35,7660,3,,
37,7671,3,,
42,7675,3,,
48,7682,3,,
40,7690,3,,
40,7697,3,,
49,7716,3,,
38,7733,3,,
47,7743,3,,
43,7756,3,,
40,7760,3,,
33,7762,3,,
34,7769,3,,
38,7781,3,,
33,7788,3,,
52,7803,3,,
44,7819,3,,
40,7832,3,,
42,7838,3,,
39,7842,3,,
36,7852,3,,
38,7867,3,,
40,7874,3,,
45,7889,3,,
44,7899,3,,
46,7914,3,,
52,7920,3,,
33,7922,3,,
37,7933,3,,
35,7939,3,,
35,7948,3,,
55,7961,3,,
77,7966,3,,
82,7978,3,,
56,7987,3,,
37,8005,3,,
43,8007,3,,
46,8031,3,,
50,8032,3,,
